t,block_x,block_y,block_z,base_x,base_y,base_z,base_qw,base_qx,base_qy,base_qz,wrist_x,wrist_y,wrist_z,wrist_qw,wrist_qx,wrist_qy,wrist_qz,rsp_des,rsr_des,rsy_des,rel_des,rsp_now,rsr_now,rsy_now,rel_now
0.0500,0.45000,-0.05000,1.06672,-0.00208,0.00001,1.02053,0.99984,-0.00029,-0.00520,0.01707,0.23331,-0.20723,1.11709,0.99998,-0.00104,-0.00192,0.00604,-0.0000,0.0000,0.0000,0.0000,0.0018,-0.0019,-0.0007,0.0041
0.0520,0.45000,-0.05000,1.06673,-0.00210,-0.00002,1.01990,0.99982,-0.00043,-0.00592,0.01786,0.23325,-0.20705,1.11670,0.99998,-0.00121,-0.00226,0.00649,-0.0000,0.0000,0.0000,0.0000,0.0021,-0.0020,-0.0007,0.0045
0.0540,0.45000,-0.05000,1.06674,-0.00211,-0.00004,1.01924,0.99980,-0.00058,-0.00668,0.01865,0.23320,-0.20686,1.11631,0.99997,-0.00139,-0.00266,0.00696,-0.0000,0.0000,0.0000,0.0000,0.0024,-0.0021,-0.0007,0.0048
0.0560,0.45000,-0.05000,1.06674,-0.00212,-0.00007,1.01856,0.99978,-0.00075,-0.00749,0.01944,0.23315,-0.20666,1.11593,0.99997,-0.00157,-0.00312,0.00744,-0.0000,0.0000,0.0000,0.0000,0.0027,-0.0022,-0.0007,0.0051
0.0580,0.45000,-0.05000,1.06675,-0.00211,-0.00011,1.01785,0.99976,-0.00093,-0.00834,0.02023,0.23310,-0.20646,1.11556,0.99996,-0.00177,-0.00363,0.00793,-0.0000,0.0000,0.0000,0.0000,0.0031,-0.0022,-0.0007,0.0053
0.0600,0.45000,-0.05000,1.06675,-0.00209,-0.00015,1.01712,0.99974,-0.00113,-0.00925,0.02102,0.23306,-0.20625,1.11519,0.99995,-0.00197,-0.00421,0.00843,-0.0000,0.0000,0.0000,0.0000,0.0034,-0.0023,-0.0007,0.0055
0.0620,0.45000,-0.05000,1.06676,-0.00206,-0.00019,1.01636,0.99971,-0.00133,-0.01020,0.02180,0.23301,-0.20603,1.11483,0.99995,-0.00218,-0.00484,0.00895,-0.0000,0.0000,0.0000,0.0000,0.0037,-0.0023,-0.0008,0.0057
0.0640,0.45000,-0.05000,1.06676,-0.00202,-0.00024,1.01560,0.99968,-0.00156,-0.01121,0.02254,0.23298,-0.20580,1.11448,0.99994,-0.00240,-0.00553,0.00948,-0.0000,0.0000,0.0000,0.0000,0.0041,-0.0023,-0.0008,0.0059
0.0660,0.45000,-0.05000,1.06677,-0.00194,-0.00029,1.01483,0.99965,-0.00181,-0.01228,0.02329,0.23294,-0.20557,1.11414,0.99993,-0.00264,-0.00626,0.01001,-0.0000,0.0000,0.0000,0.0000,0.0045,-0.0024,-0.0008,0.0062
0.0680,0.45000,-0.05000,1.06677,-0.00185,-0.00035,1.01406,0.99962,-0.00209,-0.01343,0.02405,0.23291,-0.20534,1.11384,0.99992,-0.00289,-0.00704,0.01054,-0.0000,0.0000,0.0000,0.0000,0.0049,-0.0024,-0.0008,0.0064
0.0700,0.45000,-0.05000,1.06678,-0.00173,-0.00042,1.01328,0.99958,-0.00239,-0.01465,0.02490,0.23289,-0.20510,1.11356,0.99990,-0.00317,-0.00786,0.01109,-0.0000,0.0000,0.0000,0.0000,0.0054,-0.0024,-0.0008,0.0066
0.0720,0.45000,-0.05000,1.06678,-0.00159,-0.00050,1.01248,0.99954,-0.00273,-0.01593,0.02581,0.23287,-0.20485,1.11330,0.99989,-0.00347,-0.00873,0.01166,-0.0000,0.0000,0.0000,0.0000,0.0059,-0.0024,-0.0008,0.0069
0.0740,0.45000,-0.05000,1.06679,-0.00143,-0.00057,1.01168,0.99949,-0.00307,-0.01725,0.02674,0.23285,-0.20459,1.11306,0.99987,-0.00379,-0.00965,0.01225,-0.0000,0.0000,0.0000,0.0000,0.0064,-0.0024,-0.0008,0.0071
0.0760,0.45000,-0.05000,1.06679,-0.00126,-0.00065,1.01087,0.99944,-0.00343,-0.01862,0.02767,0.23284,-0.20433,1.11284,0.99985,-0.00413,-0.01062,0.01286,-0.0000,0.0000,0.0000,0.0000,0.0070,-0.0024,-0.0008,0.0073
0.0780,0.45000,-0.05000,1.06679,-0.00108,-0.00074,1.01005,0.99938,-0.00381,-0.02004,0.02861,0.23284,-0.20406,1.11264,0.99983,-0.00448,-0.01164,0.01348,-0.0000,0.0000,0.0000,0.0000,0.0075,-0.0024,-0.0008,0.0075
0.0800,0.45000,-0.05000,1.06680,-0.00088,-0.00082,1.00922,0.99932,-0.00418,-0.02150,0.02954,0.23285,-0.20378,1.11247,0.99981,-0.00484,-0.01271,0.01412,-0.0000,0.0000,0.0000,0.0000,0.0080,-0.0024,-0.0008,0.0076
0.0820,0.45000,-0.05000,1.06680,-0.00067,-0.00090,1.00837,0.99926,-0.00457,-0.02300,0.03047,0.23287,-0.20349,1.11230,0.99978,-0.00520,-0.01386,0.01476,-0.0000,0.0000,0.0000,0.0000,0.0085,-0.0024,-0.0008,0.0077
0.0840,0.45000,-0.05000,1.06680,-0.00044,-0.00100,1.00751,0.99919,-0.00501,-0.02455,0.03141,0.23289,-0.20320,1.11216,0.99975,-0.00558,-0.01505,0.01543,-0.0000,0.0000,0.0000,0.0000,0.0091,-0.0024,-0.0008,0.0078
0.0860,0.45000,-0.05000,1.06681,-0.00020,-0.00111,1.00664,0.99912,-0.00548,-0.02615,0.03237,0.23292,-0.20290,1.11203,0.99972,-0.00599,-0.01629,0.01611,-0.0000,0.0000,0.0000,0.0000,0.0096,-0.0024,-0.0008,0.0079
0.0880,0.45000,-0.05000,1.06681,0.00006,-0.00121,1.00576,0.99904,-0.00595,-0.02779,0.03335,0.23297,-0.20259,1.11193,0.99968,-0.00644,-0.01759,0.01681,-0.0000,0.0000,0.0000,0.0000,0.0101,-0.0024,-0.0008,0.0080
0.0900,0.45000,-0.05000,1.06681,0.00034,-0.00131,1.00489,0.99895,-0.00643,-0.02948,0.03437,0.23302,-0.20228,1.11185,0.99964,-0.00689,-0.01893,0.01753,-0.0000,0.0000,0.0000,0.0000,0.0107,-0.0024,-0.0008,0.0081
0.0920,0.45000,-0.05000,1.06681,0.00063,-0.00141,1.00402,0.99886,-0.00692,-0.03122,0.03540,0.23309,-0.20195,1.11180,0.99960,-0.00734,-0.02032,0.01826,-0.0000,0.0000,0.0000,0.0000,0.0112,-0.0024,-0.0008,0.0082
0.0940,0.45000,-0.05000,1.06681,0.00094,-0.00152,1.00316,0.99876,-0.00742,-0.03300,0.03645,0.23317,-0.20161,1.11177,0.99955,-0.00781,-0.02176,0.01901,-0.0000,0.0000,0.0000,0.0000,0.0118,-0.0024,-0.0008,0.0083
0.0960,0.45000,-0.05000,1.06682,0.00127,-0.00162,1.00230,0.99866,-0.00793,-0.03482,0.03751,0.23325,-0.20126,1.11177,0.99950,-0.00829,-0.02324,0.01978,-0.0000,0.0000,0.0000,0.0000,0.0123,-0.0024,-0.0008,0.0084
0.0980,0.45000,-0.05000,1.06682,0.00160,-0.00172,1.00144,0.99854,-0.00846,-0.03667,0.03864,0.23335,-0.20090,1.11180,0.99944,-0.00878,-0.02476,0.02056,-0.0000,0.0000,0.0000,0.0000,0.0129,-0.0024,-0.0008,0.0085
0.1000,0.45000,-0.05000,1.06682,0.00194,-0.00182,1.00059,0.99842,-0.00900,-0.03854,0.03985,0.23346,-0.20053,1.11185,0.99938,-0.00928,-0.02631,0.02138,-0.0000,0.0000,0.0000,0.0000,0.0134,-0.0024,-0.0008,0.0086
0.1020,0.45000,-0.05000,1.06682,0.00229,-0.00193,0.99976,0.99829,-0.00955,-0.04044,0.04113,0.23358,-0.20014,1.11192,0.99932,-0.00979,-0.02789,0.02222,-0.0000,0.0000,0.0000,0.0000,0.0140,-0.0024,-0.0008,0.0086
0.1040,0.45000,-0.05000,1.06682,0.00265,-0.00204,0.99894,0.99815,-0.01010,-0.04236,0.04246,0.23370,-0.19974,1.11201,0.99925,-0.01030,-0.02950,0.02308,-0.0000,0.0000,0.0000,0.0000,0.0145,-0.0024,-0.0009,0.0087
0.1060,0.45000,-0.05000,1.06682,0.00301,-0.00215,0.99813,0.99800,-0.01066,-0.04430,0.04384,0.23384,-0.19933,1.11214,0.99917,-0.01082,-0.03114,0.02398,-0.0000,0.0000,0.0000,0.0000,0.0150,-0.0024,-0.0009,0.0088
0.1080,0.45000,-0.05000,1.06683,0.00338,-0.00226,0.99732,0.99784,-0.01123,-0.04626,0.04526,0.23400,-0.19890,1.11228,0.99909,-0.01134,-0.03280,0.02491,-0.0000,0.0000,0.0000,0.0000,0.0156,-0.0024,-0.0009,0.0088
0.1100,0.45000,-0.05000,1.06683,0.00376,-0.00238,0.99653,0.99767,-0.01180,-0.04825,0.04672,0.23416,-0.19846,1.11245,0.99900,-0.01186,-0.03450,0.02587,-0.0000,0.0000,0.0000,0.0000,0.0161,-0.0024,-0.0009,0.0089
0.1120,0.45000,-0.05000,1.06683,0.00414,-0.00249,0.99574,0.99749,-0.01239,-0.05023,0.04826,0.23434,-0.19800,1.11265,0.99891,-0.01239,-0.03623,0.02686,-0.0000,0.0000,0.0000,0.0000,0.0166,-0.0024,-0.0010,0.0089
0.1140,0.45000,-0.05000,1.06683,0.00452,-0.00261,0.99495,0.99730,-0.01299,-0.05221,0.04989,0.23453,-0.19753,1.11285,0.99881,-0.01293,-0.03797,0.02789,-0.0000,0.0000,0.0000,0.0000,0.0171,-0.0024,-0.0010,0.0089
0.1160,0.45000,-0.05000,1.06683,0.00490,-0.00274,0.99416,0.99711,-0.01360,-0.05418,0.05158,0.23474,-0.19703,1.11307,0.99870,-0.01348,-0.03973,0.02896,-0.0000,0.0000,0.0000,0.0000,0.0176,-0.0024,-0.0011,0.0089
0.1180,0.45000,-0.05000,1.06683,0.00528,-0.00286,0.99338,0.99690,-0.01423,-0.05615,0.05333,0.23496,-0.19652,1.11330,0.99859,-0.01404,-0.04150,0.03007,-0.0000,0.0000,0.0000,0.0000,0.0180,-0.0024,-0.0011,0.0088
0.1200,0.45000,-0.05000,1.06683,0.00566,-0.00299,0.99260,0.99668,-0.01486,-0.05812,0.05513,0.23520,-0.19600,1.11354,0.99847,-0.01461,-0.04328,0.03121,-0.0000,0.0000,0.0000,0.0000,0.0185,-0.0024,-0.0012,0.0088
0.1220,0.45000,-0.05000,1.06683,0.00604,-0.00313,0.99182,0.99645,-0.01551,-0.06008,0.05697,0.23545,-0.19545,1.11379,0.99834,-0.01519,-0.04508,0.03240,-0.0000,0.0000,0.0000,0.0000,0.0189,-0.0024,-0.0012,0.0087
0.1240,0.45000,-0.05000,1.06683,0.00642,-0.00326,0.99104,0.99621,-0.01616,-0.06204,0.05884,0.23573,-0.19488,1.11405,0.99821,-0.01577,-0.04689,0.03363,-0.0000,0.0000,0.0000,0.0000,0.0193,-0.0024,-0.0013,0.0087
0.1260,0.45000,-0.05000,1.06683,0.00681,-0.00340,0.99026,0.99596,-0.01681,-0.06400,0.06074,0.23602,-0.19430,1.11432,0.99807,-0.01636,-0.04871,0.03490,-0.0000,0.0000,0.0000,0.0000,0.0197,-0.0024,-0.0013,0.0086
0.1280,0.45000,-0.05000,1.06683,0.00719,-0.00353,0.98948,0.99570,-0.01747,-0.06595,0.06265,0.23632,-0.19369,1.11460,0.99792,-0.01696,-0.05055,0.03621,-0.0000,0.0000,0.0000,0.0000,0.0201,-0.0024,-0.0014,0.0085
0.1300,0.45000,-0.05000,1.06683,0.00757,-0.00367,0.98871,0.99544,-0.01814,-0.06789,0.06456,0.23665,-0.19307,1.11488,0.99777,-0.01756,-0.05240,0.03756,-0.0000,0.0000,0.0000,0.0000,0.0204,-0.0024,-0.0015,0.0084
0.1320,0.45000,-0.05000,1.06683,0.00796,-0.00380,0.98793,0.99517,-0.01878,-0.06984,0.06645,0.23699,-0.19242,1.11518,0.99760,-0.01816,-0.05426,0.03894,-0.0000,0.0000,0.0000,0.0000,0.0207,-0.0023,-0.0015,0.0083
0.1340,0.45000,-0.05000,1.06684,0.00834,-0.00394,0.98715,0.99489,-0.01944,-0.07175,0.06835,0.23735,-0.19176,1.11549,0.99743,-0.01875,-0.05615,0.04036,-0.0000,0.0000,0.0000,0.0000,0.0209,-0.0023,-0.0016,0.0082
0.1360,0.45000,-0.05000,1.06684,0.00871,-0.00409,0.98636,0.99460,-0.02011,-0.07363,0.07027,0.23773,-0.19108,1.11579,0.99725,-0.01935,-0.05804,0.04182,-0.0000,0.0000,0.0000,0.0000,0.0211,-0.0023,-0.0016,0.0080
0.1380,0.45000,-0.05000,1.06684,0.00907,-0.00424,0.98558,0.99431,-0.02079,-0.07547,0.07219,0.23813,-0.19037,1.11609,0.99706,-0.01996,-0.05991,0.04332,-0.0000,0.0000,0.0000,0.0000,0.0213,-0.0023,-0.0016,0.0079
0.1400,0.45000,-0.05000,1.06684,0.00941,-0.00439,0.98479,0.99402,-0.02147,-0.07728,0.07411,0.23853,-0.18965,1.11640,0.99687,-0.02059,-0.06178,0.04486,-0.0000,0.0000,0.0000,0.0000,0.0214,-0.0023,-0.0017,0.0078
0.1420,0.45000,-0.05000,1.06684,0.00975,-0.00454,0.98400,0.99372,-0.02216,-0.07906,0.07602,0.23896,-0.18891,1.11670,0.99667,-0.02122,-0.06363,0.04644,-0.0000,0.0000,0.0000,0.0000,0.0215,-0.0024,-0.0017,0.0076
0.1440,0.45000,-0.05000,1.06684,0.01009,-0.00470,0.98321,0.99342,-0.02285,-0.08080,0.07793,0.23940,-0.18815,1.11700,0.99646,-0.02185,-0.06548,0.04805,-0.0000,0.0000,0.0000,0.0000,0.0215,-0.0024,-0.0017,0.0074
0.1460,0.45000,-0.05000,1.06684,0.01041,-0.00486,0.98242,0.99311,-0.02355,-0.08251,0.07982,0.23985,-0.18737,1.11729,0.99624,-0.02250,-0.06731,0.04969,-0.0000,0.0000,0.0000,0.0000,0.0215,-0.0024,-0.0018,0.0073
0.1480,0.45000,-0.05000,1.06684,0.01073,-0.00502,0.98162,0.99280,-0.02424,-0.08419,0.08170,0.24031,-0.18658,1.11759,0.99602,-0.02315,-0.06913,0.05137,-0.0000,0.0000,0.0000,0.0000,0.0215,-0.0024,-0.0018,0.0071
0.1500,0.45000,-0.05000,1.06684,0.01103,-0.00518,0.98083,0.99248,-0.02494,-0.08584,0.08357,0.24079,-0.18576,1.11788,0.99578,-0.02380,-0.07094,0.05308,-0.0000,0.0000,0.0000,0.0000,0.0214,-0.0024,-0.0018,0.0070
0.1520,0.45000,-0.05000,1.06684,0.01133,-0.00534,0.98002,0.99217,-0.02564,-0.08745,0.08543,0.24128,-0.18493,1.11816,0.99554,-0.02446,-0.07273,0.05482,-0.0000,0.0000,0.0000,0.0000,0.0213,-0.0024,-0.0018,0.0068
0.1540,0.45000,-0.05000,1.06684,0.01162,-0.00551,0.97921,0.99185,-0.02633,-0.08901,0.08728,0.24179,-0.18408,1.11844,0.99530,-0.02512,-0.07451,0.05659,-0.0000,0.0000,0.0000,0.0000,0.0211,-0.0024,-0.0018,0.0066
0.1560,0.45000,-0.05000,1.06684,0.01189,-0.00568,0.97839,0.99153,-0.02704,-0.09054,0.08915,0.24231,-0.18322,1.11870,0.99504,-0.02577,-0.07627,0.05838,-0.0000,0.0000,0.0000,0.0000,0.0209,-0.0024,-0.0018,0.0064
0.1580,0.45000,-0.05000,1.06684,0.01216,-0.00586,0.97756,0.99120,-0.02773,-0.09202,0.09099,0.24284,-0.18233,1.11895,0.99478,-0.02644,-0.07801,0.06021,-0.0000,0.0000,0.0000,0.0000,0.0207,-0.0023,-0.0018,0.0062
0.1600,0.45000,-0.05000,1.06684,0.01241,-0.00603,0.97673,0.99088,-0.02842,-0.09346,0.09281,0.24338,-0.18143,1.11919,0.99451,-0.02711,-0.07973,0.06206,-0.0000,0.0000,0.0000,0.0000,0.0204,-0.0023,-0.0018,0.0060
0.1620,0.45000,-0.05000,1.06684,0.01265,-0.00621,0.97589,0.99056,-0.02909,-0.09487,0.09460,0.24393,-0.18052,1.11942,0.99424,-0.02776,-0.08143,0.06394,-0.0000,0.0000,0.0000,0.0000,0.0200,-0.0023,-0.0018,0.0059
0.1640,0.45000,-0.05000,1.06684,0.01289,-0.00638,0.97506,0.99023,-0.02977,-0.09624,0.09640,0.24449,-0.17959,1.11964,0.99396,-0.02841,-0.08311,0.06583,-0.0000,0.0000,0.0000,0.0000,0.0197,-0.0023,-0.0018,0.0057
0.1660,0.45000,-0.05000,1.06684,0.01312,-0.00656,0.97422,0.98991,-0.03043,-0.09757,0.09817,0.24506,-0.17865,1.11984,0.99367,-0.02905,-0.08476,0.06775,-0.0000,0.0000,0.0000,0.0000,0.0192,-0.0023,-0.0018,0.0055
0.1680,0.45000,-0.05000,1.06684,0.01334,-0.00675,0.97338,0.98958,-0.03110,-0.09888,0.09994,0.24564,-0.17769,1.12003,0.99338,-0.02968,-0.08639,0.06969,-0.0000,0.0000,0.0000,0.0000,0.0188,-0.0023,-0.0018,0.0054
0.1700,0.45000,-0.05000,1.06684,0.01355,-0.00693,0.97252,0.98925,-0.03175,-0.10015,0.10167,0.24623,-0.17672,1.12021,0.99308,-0.03032,-0.08799,0.07165,-0.0000,0.0000,0.0000,0.0000,0.0184,-0.0022,-0.0018,0.0052
0.1720,0.45000,-0.05000,1.06684,0.01375,-0.00710,0.97166,0.98894,-0.03237,-0.10138,0.10335,0.24682,-0.17573,1.12037,0.99277,-0.03094,-0.08957,0.07362,-0.0000,0.0000,0.0000,0.0000,0.0179,-0.0022,-0.0018,0.0051
0.1740,0.45000,-0.05000,1.06684,0.01395,-0.00728,0.97078,0.98861,-0.03299,-0.10258,0.10503,0.24742,-0.17473,1.12051,0.99246,-0.03154,-0.09114,0.07561,-0.0000,0.0000,0.0000,0.0000,0.0173,-0.0022,-0.0018,0.0049
0.1760,0.45000,-0.05000,1.06684,0.01414,-0.00745,0.96990,0.98830,-0.03359,-0.10374,0.10667,0.24803,-0.17372,1.12062,0.99214,-0.03213,-0.09269,0.07762,-0.0000,0.0000,0.0000,0.0000,0.0168,-0.0021,-0.0018,0.0047
0.1780,0.45000,-0.05000,1.06684,0.01431,-0.00763,0.96902,0.98798,-0.03417,-0.10487,0.10828,0.24865,-0.17270,1.12072,0.99182,-0.03271,-0.09421,0.07963,-0.0000,0.0000,0.0000,0.0000,0.0162,-0.0021,-0.0018,0.0046
0.1800,0.45000,-0.05000,1.06684,0.01448,-0.00780,0.96814,0.98767,-0.03474,-0.10596,0.10986,0.24926,-0.17166,1.12081,0.99150,-0.03327,-0.09570,0.08166,-0.0000,0.0000,0.0000,0.0000,0.0156,-0.0020,-0.0018,0.0045
0.1820,0.45000,-0.05000,1.06684,0.01464,-0.00798,0.96725,0.98736,-0.03530,-0.10702,0.11143,0.24988,-0.17062,1.12087,0.99117,-0.03382,-0.09715,0.08370,-0.0000,0.0000,0.0000,0.0000,0.0149,-0.0020,-0.0018,0.0043
0.1840,0.45000,-0.05000,1.06684,0.01480,-0.00817,0.96635,0.98705,-0.03586,-0.10806,0.11302,0.25049,-0.16956,1.12091,0.99083,-0.03435,-0.09857,0.08575,-0.0000,0.0000,0.0000,0.0000,0.0143,-0.0019,-0.0017,0.0042
0.1860,0.45000,-0.05000,1.06684,0.01495,-0.00836,0.96545,0.98673,-0.03644,-0.10907,0.11460,0.25111,-0.16850,1.12094,0.99049,-0.03490,-0.09997,0.08782,-0.0000,0.0000,0.0000,0.0000,0.0137,-0.0018,-0.0017,0.0041
0.1880,0.45000,-0.05000,1.06684,0.01510,-0.00854,0.96454,0.98642,-0.03699,-0.11006,0.11615,0.25173,-0.16742,1.12094,0.99015,-0.03545,-0.10133,0.08990,-0.0000,0.0000,0.0000,0.0000,0.0131,-0.0017,-0.0017,0.0040
0.1900,0.45000,-0.05000,1.06684,0.01524,-0.00872,0.96364,0.98612,-0.03751,-0.11102,0.11764,0.25235,-0.16634,1.12092,0.98980,-0.03598,-0.10265,0.09199,-0.0000,0.0000,0.0000,0.0000,0.0124,-0.0016,-0.0017,0.0040
0.1920,0.45000,-0.05000,1.06684,0.01538,-0.00890,0.96274,0.98582,-0.03802,-0.11195,0.11909,0.25296,-0.16525,1.12089,0.98945,-0.03649,-0.10394,0.09408,-0.0000,0.0000,0.0000,0.0000,0.0118,-0.0016,-0.0016,0.0039
0.1940,0.45000,-0.05000,1.06684,0.01550,-0.00906,0.96184,0.98553,-0.03850,-0.11286,0.12050,0.25357,-0.16416,1.12084,0.98910,-0.03698,-0.10520,0.09617,-0.0000,0.0000,0.0000,0.0000,0.0111,-0.0015,-0.0016,0.0039
